,id,question,desired_answer,student_answer,score_me,score_other,score_avg,student_amr
434,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"A function signature includes a function's return type, parameters and semi-colon.",1,5,3,"# ::snt A function signature includes a function's return type, parameters and semi-colon.
(ii / include-01
      :ARG1 (a / and
            :op1 (t / type
                  :mod (r / return-02)
                  :poss (f / function))
            :op2 (p / parameter)
            :op3 (s / semi-colon))
      :ARG2 (s2 / signature
            :mod f))"
435,3.1,What does a function signature include?,The name of the function and the types of the parameters.,the name of the function and the types of its arguments,5,5,5,"# ::snt the name of the function and the types of its arguments
(a / and
      :op1 (t / thing
            :ARG2-of (n / name-01
                  :ARG1 (f / function-01)))
      :op2 (t2 / thing
            :ARG2-of (t3 / type-03
                  :ARG1 (t4 / thing
                        :ARG2-of (a2 / argue-01
                              :ARG0 f)))))"
436,3.1,What does a function signature include?,The name of the function and the types of the parameters.,the function's name and parameters,5,5,5,"# ::snt the function's name and parameters
(a / and
      :op1 (t / thing
            :ARG2-of (n / name-01
                  :ARG1 (f / function-01)))
      :op2 (p / parameter
            :poss f))"
437,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The name of the function and the types of its arguments.,5,5,5,"# ::snt The name of the function and the types of its arguments.
(a / and
      :op1 (t / thing
            :ARG2-of (n / name-01
                  :ARG1 (f / function-01)))
      :op2 (t2 / thing
            :ARG2-of (t3 / type-01
                  :ARG1 (t4 / thing
                        :ARG2-of (a2 / argue-01
                              :ARG0 f)))))"
438,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The portion of a function prototype that includes the name of the function and the types of its arguments,5,5,5,"# ::snt The portion of a function prototype that includes the name of the function and the types of its arguments
(p / portion
      :part-of (p2 / prototype-01
            :ARG1 (f / function-01))
      :ARG2-of (ii / include-01
            :ARG1 (a / and
                  :op1 (t / thing
                        :ARG2-of (n / name-01
                              :ARG1 f))
                  :op2 (t2 / thing
                        :ARG2-of (a2 / argue-01
                              :ARG0 f)
                        :mod (t3 / type)))))"
439,3.1,What does a function signature include?,The name of the function and the types of the parameters.,the name of the function and its parameters,5,5,5,"# ::snt the name of the function and its parameters
(a / and
      :op1 (t / thing
            :ARG2-of (n / name-01
                  :ARG1 (f / function-01)))
      :op2 (p / parameter
            :poss f))"
440,3.1,What does a function signature include?,The name of the function and the types of the parameters.,The function name and parameters,5,5,5,"# ::snt The function name and parameters
(a / and
      :op1 (t / thing
            :ARG2-of (n / name-01
                  :ARG1 (f / function)))
      :op2 (p / parameter))"
441,3.1,What does a function signature include?,The name of the function and the types of the parameters.,name of function and types of arguments,5,5,5,"# ::snt name of function and types of arguments
(a / and
      :op1 (n / name-01
            :ARG1 (f / function-01))
      :op2 (t / type
            :mod (a2 / argue-01)))"
442,3.1,What does a function signature include?,The name of the function and the types of the parameters.,a function's return type and parameter list,1,5,3,"# ::snt a function's return type and parameter list
(a / and
      :op1 (t / type
            :ARG1-of (r / return-02
                  :ARG0 (f / function)))
      :op2 (l / list-01
            :ARG1 (p / parameter)))"
443,3.1,What does a function signature include?,The name of the function and the types of the parameters.,"it includes the name of the function, and the types of its arguments. it does not specify the function return type. Function in the same scope must have unqiue signatures. ",5,5,5,"# ::snt it includes the name of the function, and the types of its arguments. it does not specify the function return type. Function in the same scope must have unqiue signatures. 
(m / multi-sentence
      :snt1 (ii / include-01
            :ARG0 (ii2 / it)
            :ARG1 (a / and
                  :op1 (t / thing
                        :ARG2-of (n / name-01
                              :ARG1 (f / function)))
                  :op2 (t2 / thing
                        :ARG2-of (t3 / type-01
                              :ARG1 (t4 / thing
                                    :ARG1-of (a2 / argue-01
                                          :ARG0 f))))))
      :snt2 (s / specify-01
            :polarity -
            :ARG0 (ii3 / it)
            :ARG1 (t5 / type-01
                  :ARG1 (f2 / function
                        :ARG0-of (r / return-01))))
      :snt3 (o / obligate-01
            :ARG1 (f3 / function
                  :location (s2 / scope
                        :ARG1-of (s3 / same-01)))
            :ARG2 (h / have-03
                  :ARG0 f3
                  :ARG1 (s4 / signature
                        :ARG1-of (q / qualified-02
                              :polarity -)))))"
444,3.2,What is the scope of global variables?,File scope.,Any functions that follows their deceleration that  are in the source code file are allowed to have access the variables.  Also global scope variables retrain their value throughout the execution of the program.,5,5,5,"# ::snt Any functions that follows their deceleration that  are in the source code file are allowed to have access the variables.  Also global scope variables retrain their value throughout the execution of the program.
(m / multi-sentence
      :snt1 (a / allow-01
            :ARG1 (a2 / access-01
                  :ARG0 (f / function
                        :mod (a3 / any)
                        :ARG0-of (f2 / follow-01
                              :ARG1 (d / decelerate-01
                                    :ARG0 f))
                        :location (f3 / file
                              :mod (c / code
                                    :mod (s / source))))
                  :ARG1 (v / variable)))
      :snt2 (r / retrain-01
            :ARG0 (v2 / variable
                  :mod (s2 / scope
                        :mod (g / globe)))
            :ARG1 (v3 / value
                  :poss v2)
            :duration (e / execute-01
                  :ARG1 (p / program))
            :mod (a4 / also)))"
445,3.2,What is the scope of global variables?,File scope.,they can be accessed by any C++ file anywhere.,0,5,2.5,"# ::snt they can be accessed by any C++ file anywhere.
(p / possible-01
      :ARG1 (a / access-01
            :ARG0 (f / file
                  :mod (a2 / any)
                  :mod (l / language
                        :name (n / name
                              :op1 ""C++""))
                  :location (a3 / anywhere))
            :ARG1 (t / they)))"
446,3.2,What is the scope of global variables?,File scope.,Global variables have file scope.,5,5,5,"# ::snt Global variables have file scope.
(s / scope
      :mod (f / file)
      :domain (v / variable
            :mod (g / globe)))"
447,3.2,What is the scope of global variables?,File scope.,The scope of global variables are created by placing variable declarations outside any class or function definition.  Global variables retain their values throughout the execution of the program and they can be referenced by any function that follows their declarations or definitions in the source file.,0,5,2.5,"# ::snt The scope of global variables are created by placing variable declarations outside any class or function definition.  Global variables retain their values throughout the execution of the program and they can be referenced by any function that follows their declarations or definitions in the source file.
(m / multi-sentence
      :snt1 (c / create-01
            :ARG1 (s / scope
                  :poss (v / variable
                        :mod (g / globe)))
            :manner (p / place-01
                  :ARG1 (d / declare-02
                        :ARG1 v)
                  :ARG2 (o / outside
                        :op1 (d2 / define-01
                              :ARG1 (o2 / or
                                    :op1 (c2 / class)
                                    :op2 (f / function)
                                    :mod (a / any))))))
      :snt2 (a2 / and
            :op1 (r / retain-01
                  :ARG0 (v2 / variable
                        :mod (g2 / globe))
                  :ARG1 (v3 / value
                        :poss v2)
                  :duration (e / execute-01
                        :ARG1 (p2 / program)))
            :op2 (p3 / possible-01
                  :ARG1 (r2 / reference-01
                        :ARG0 f
                        :mod (a3 / any)
                        :ARG0-of (f2 / follow-01
                              :ARG1 (o3 / or
                                    :op1 (d3 / declare-01
                                          :ARG0 v2)
                                    :op2 (d4 / define-01
                                          :ARG0 v2))
                              :location (f3 / file
                                    :mod (s2 / source))))
                  :ARG1 v2)))"
448,3.2,What is the scope of global variables?,File scope.,A global variable is an identifier that retains it's value throughout the execution of the program. It has file scope.,5,5,5,"# ::snt A global variable is an identifier that retains it's value throughout the execution of the program. It has file scope.
(m / multi-sentence
      :snt1 (ii / identifier
            :domain (v / variable
                  :mod (g / globe))
            :ARG0-of (r / retain-01
                  :ARG1 (v2 / value
                        :poss v)
                  :duration (e / execute-01
                        :ARG1 (p / program))))
      :snt2 (h / have-03
            :ARG0 (ii2 / it)
            :ARG1 (s / scope
                  :mod (f / file))))"
449,3.2,What is the scope of global variables?,File scope.,Global Variables can be used in any function as long as the appropriate .h file that holds the variable is included,3,5,4,"# ::snt Global Variables can be used in any function as long as the appropriate .h file that holds the variable is included
(p / possible-01
      :ARG1 (u / use-01
            :ARG1 (v / variable
                  :mod (g / globe))
            :ARG2 (f / function-01
                  :mod (a / any)))
      :condition (a2 / as-long-as
            :op1 (ii / include-01
                  :ARG1 (f2 / file
                        :name (n / name
                              :op1 "".h"")
                        :ARG0-of (h / hold-01
                              :ARG1 v)
                        :ARG1-of (a3 / appropriate-02)))))"
450,3.2,What is the scope of global variables?,File scope.,They can be accessed by any part of the program. It can be referenced by any function that follows the declarations or definitions in the source file.,5,5,5,"# ::snt They can be accessed by any part of the program. It can be referenced by any function that follows the declarations or definitions in the source file.
(m / multi-sentence
      :snt1 (p / possible-01
            :ARG1 (a / access-01
                  :ARG0 (p2 / part
                        :mod (a2 / any)
                        :part-of (p3 / program))
                  :ARG1 (t / they)))
      :snt2 (p4 / possible-01
            :ARG1 (r / reference-04
                  :ARG0 (f / function
                        :mod (a3 / any)
                        :ARG0-of (f2 / follow-02
                              :ARG1 (o / or
                                    :op1 (d / declare-02)
                                    :op2 (d2 / define-01)
                                    :location (f3 / file
                                          :mod (s / source)))))
                  :ARG1 (ii / it))))"
451,3.2,What is the scope of global variables?,File scope.,can be accesed by any classes that have and object of that variables class in it,1,5,3,"# ::snt can be accesed by any classes that have and object of that variables class in it
(p / possible-01
      :ARG1 (a / access-01
            :ARG0 (c / class
                  :mod (a2 / any)
                  :ARG0-of (h / have-03
                        :ARG1 (o / object
                              :poss (c2 / class
                                    :mod (v / variable)
                                    :mod (t / that)))))
            :ARG1 c))"
452,3.2,What is the scope of global variables?,File scope.,Global variables have file-scope.  The variable is know to all functions throught the file,5,5,5,"# ::snt Global variables have file-scope.  The variable is know to all functions throught the file
(m / multi-sentence
      :snt1 (h / have-03
            :ARG0 (v / variable
                  :mod (g / globe))
            :ARG1 (s / scope
                  :mod (f / file)))
      :snt2 (k / know-01
            :ARG1 (f2 / function-01
                  :ARG0 (v2 / variable)
                  :mod (a / all)
                  :path (t / through
                        :op1 (f3 / file)))))"
453,3.2,What is the scope of global variables?,File scope.,The entire program,4,5,4.5,"# ::snt The entire program
(p / program
      :mod (e / entire))"
454,3.2,What is the scope of global variables?,File scope.,They have file scope when placed outside a function.,5,5,5,"# ::snt They have file scope when placed outside a function.
(h / have-03
      :ARG0 (t / they)
      :ARG1 (s / scope
            :mod (f / file))
      :time (p / place-01
            :ARG1 t
            :ARG2 (o / outside
                  :op1 (f2 / function-01))))"
455,3.2,What is the scope of global variables?,File scope.,File scope.,5,5,5,"# ::snt File scope.
(s / scope
      :mod (f / file))"
456,3.2,What is the scope of global variables?,File scope.,They can be used throughout the program,4,5,4.5,"# ::snt They can be used throughout the program
(p / possible-01
      :ARG1 (u / use-01
            :ARG1 (t / they)
            :duration (t2 / throughout
                  :op1 (p2 / program))))"
457,3.2,What is the scope of global variables?,File scope.,Global variable can b accessed by any class wit an object in the variables class,1,5,3,"# ::snt Global variable can b accessed by any class wit an object in the variables class
(p / possible-01
      :ARG1 (a / access-01
            :ARG0 (c / class
                  :mod (a2 / any))
            :ARG1 (v / variable
                  :mod (g / globe))
            :instrument (o / object
                  :location (c2 / class
                        :mod (v2 / variable)))))"
458,3.2,What is the scope of global variables?,File scope.,The scope of global variables is at the file level.,5,5,5,"# ::snt The scope of global variables is at the file level.
(s / scope
      :poss (v / variable
            :mod (g / globe))
      :location (l / level
            :mod (f / file)))"
459,3.2,What is the scope of global variables?,File scope.,Global variables all have file scope.,5,5,5,"# ::snt Global variables all have file scope.
(s / scope
      :mod (f / file)
      :domain (v / variable
            :mod (g / globe)
            :mod (a / all)))"
460,3.2,What is the scope of global variables?,File scope.,it is accessible by all functions within a program,4,5,4.5,"# ::snt it is accessible by all functions within a program
(p / possible-01
      :ARG1 (a / access-01
            :ARG0 (f / function
                  :mod (a2 / all)
                  :location (p2 / program))
            :ARG1 (ii / it)))"
461,3.2,What is the scope of global variables?,File scope.,"variables accessible anywhere in the program, as long as they are public.",4,5,4.5,"# ::snt variables accessible anywhere in the program, as long as they are public.
(a / accessible-02
      :ARG1 (v / variable)
      :location (a2 / anywhere
            :location (p / program))
      :condition (a3 / as-long-as
            :op1 (p2 / public-02
                  :ARG1 v)))"
462,3.2,What is the scope of global variables?,File scope.,They can be referenced by any function following their declaration or definition inside the source file.,5,5,5,"# ::snt They can be referenced by any function following their declaration or definition inside the source file.
(p / possible-01
      :ARG1 (r / reference-02
            :ARG0 (f / function
                  :mod (a / any)
                  :ARG0-of (f2 / follow-01
                        :ARG1 (o / or
                              :op1 (d / declare-02
                                    :ARG0 (t / they))
                              :op2 (d2 / define-01
                                    :ARG0 t)
                              :location (ii / inside
                                    :op1 (f3 / file
                                          :mod (s / source))))))
            :ARG1 t))"
463,3.2,What is the scope of global variables?,File scope.,"globally, anywhere in the program.",4,5,4.5,"# ::snt globally, anywhere in the program.
(a / and
      :op1 (g / globe)
      :op2 (a2 / anywhere
            :location (p / program)))"
464,3.2,What is the scope of global variables?,File scope.,Global variables have a file scope,5,5,5,"# ::snt Global variables have a file scope
(s / scope
      :mod (f / file)
      :domain (v / variable
            :mod (g / globe)))"
465,3.2,What is the scope of global variables?,File scope.,The entire program.,4,5,4.5,"# ::snt The entire program.
(p / program
      :mod (e / entire))"
466,3.2,What is the scope of global variables?,File scope.,throughout the execution of the program,4,5,4.5,"# ::snt throughout the execution of the program
(e / execute-01
      :ARG1 (p / program)
      :duration (t / throughout))"
467,3.2,What is the scope of global variables?,File scope.,"If a variable is declared global, any function or class can use that variable.",4,5,4.5,"# ::snt If a variable is declared global, any function or class can use that variable.
(p / possible-01
      :ARG1 (u / use-01
            :ARG0 (o / or
                  :op1 (f / function)
                  :op2 (c / class)
                  :mod (a / any))
            :ARG1 (v / variable
                  :mod (t / that)))
      :condition (d / declare-02
            :ARG1 v
            :ARG2 (g / global)))"
468,3.2,What is the scope of global variables?,File scope.,The entire program or file.,5,5,5,"# ::snt The entire program or file.
(o / or
      :op1 (p / program)
      :op2 (f / file)
      :mod (e / entire))"
469,3.2,What is the scope of global variables?,File scope.,throught the programm,4,5,4.5,"# ::snt throught the programm
(r / run-01
      :ARG1 (p / program))"
470,3.2,What is the scope of global variables?,File scope.,the whole code,4,5,4.5,"# ::snt the whole code
(c / code
      :mod (w / whole))"
471,3.2,What is the scope of global variables?,File scope.,File scope,5,5,5,"# ::snt File scope
(s / scope
      :mod (f / file))"
472,3.2,What is the scope of global variables?,File scope.,can be referenced by any function that follows their declarations or definitions in the source file,5,5,5,"# ::snt can be referenced by any function that follows their declarations or definitions in the source file
(p / possible-01
      :ARG1 (r / reference-04
            :ARG0 (f / function
                  :mod (a / any)
                  :ARG0-of (f2 / follow-02
                        :ARG1 (o / or
                              :op1 (d / declare-02
                                    :ARG0 f)
                              :op2 (d2 / define-01
                                    :ARG0 f)
                              :location (f3 / file
                                    :mod (s / source)))))))"
473,3.2,What is the scope of global variables?,File scope.,global variables have program scope (accessible anywhere in program),4,5,4.5,"# ::snt global variables have program scope (accessible anywhere in program)
(h / have-03
      :ARG0 (v / variable
            :mod (g / globe))
      :ARG1 (s / scope
            :mod (p / program)
            :ARG1-of (m / mean-01
                  :ARG2 (a / access-01
                        :ARG1 v
                        :location (a2 / anywhere
                              :location (p2 / program))))))"
474,3.2,What is the scope of global variables?,File scope.,variables that exist throught the entire script. their values can be changed anytime in the code and fucntions.,4,5,4.5,"# ::snt variables that exist throught the entire script. their values can be changed anytime in the code and fucntions.
(m / multi-sentence
      :snt1 (v / variable
            :ARG1-of (e / exist-01
                  :duration (e2 / entire
                        :op1 (s / script))))
      :snt2 (p / possible-01
            :ARG1 (c / change-01
                  :ARG1 (v2 / value
                        :poss v)
                  :time (a / anytime)
                  :location (a2 / and
                        :op1 (c2 / code)
                        :op2 (f / function)))))"
475,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,It expands the function's definition in that place.  Once the functions is called you can use it as many times as you need.  The compiler just expands on the function.,4,5,4.5,"# ::snt It expands the function's definition in that place.  Once the functions is called you can use it as many times as you need.  The compiler just expands on the function.
(m / multi-sentence
      :snt1 (e / expand-01
            :ARG0 (ii / it)
            :ARG1 (t / thing
                  :ARG2-of (d / define-01
                        :ARG1 (f / function)))
            :location (p / place
                  :mod (t2 / that)))
      :snt2 (p2 / possible-01
            :ARG1 (u / use-01
                  :ARG0 (y / you)
                  :ARG1 (ii2 / it)
                  :time (c / call-02
                        :ARG1 (f2 / function))
                  :ARG1-of (h / have-quant-91
                        :ARG3 (e2 / equal)
                        :ARG4 (n / need-01
                              :ARG0 y))))
      :snt3 (e3 / expand-01
            :ARG0 (c2 / compiler)
            :ARG1 (f3 / function)
            :mod (j / just)))"
476,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"When the compiler inline-expands a function call, the function's code gets inserted into the caller's code stream (conceptually similar to what happens with a #define macro). This can, depending on a zillion other things, improve performance, because the optimizer can procedurally integrate the called code — optimize the called code into the caller.   ",4,5,4.5,"# ::snt When the compiler inline-expands a function call, the function's code gets inserted into the caller's code stream (conceptually similar to what happens with a #define macro). This can, depending on a zillion other things, improve performance, because the optimizer can procedurally integrate the called code — optimize the called code into the caller.   
(m / multi-sentence
      :snt1 (ii / insert-01
            :ARG1 (c / code
                  :poss (f / function))
            :ARG2 (s / stream
                  :mod (c2 / code)
                  :poss (p / person
                        :ARG0-of (c3 / call-02)))
            :time (e / expand-01
                  :ARG0 (c4 / compiler)
                  :ARG1 f
                  :manner (ii2 / inline))
            :ARG1-of (r / resemble-01
                  :ARG2 (e2 / event
                        :mod (m2 / macro
                              :name (n / name
                                    :op1 ""#define"")))
                  :mod (c5 / concept)))
      :snt2 (p2 / possible-01
            :ARG1 (ii3 / improve-01
                  :ARG0 (t / this)
                  :ARG1 (p3 / perform-02)
                  :ARG1-of (c6 / cause-01
                        :ARG0 (p4 / possible-01
                              :ARG1 (ii4 / integrate-01
                                    :ARG0 (p5 / person
                                          :ARG0-of (o / optimize-01))
                                    :ARG1 c2
                                    :ARG1-of (c7 / call-01))
                              :manner (p6 / procedural)
                              :ARG1-of (m3 / mean-01
                                    :ARG2 (o2 / optimize-01
                                          :ARG0 p5
                                          :ARG1 c2
                                          :ARG2 (p7 / person
                                                :ARG0-of (c8 / call-01)))))))))"
477,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,The inline keyword advises the compiler to copy the function's code in place to avoid function calls; however the compiler can and typically does ignore the inline qualifier for all but the smallest functions.,5,5,5,"# ::snt The inline keyword advises the compiler to copy the function's code in place to avoid function calls; however the compiler can and typically does ignore the inline qualifier for all but the smallest functions.
(c / contrast-01
      :ARG1 (a / advise-01
            :ARG0 (k / keyword
                  :mod (ii / inline))
            :ARG1 (p / person
                  :ARG0-of (c2 / compile-01))
            :ARG2 (c3 / copy-01
                  :ARG0 p
                  :ARG1 (c4 / code
                        :poss (f / function))
                  :manner (ii2 / in-place)
                  :purpose (a2 / avoid-01
                        :ARG0 p
                        :ARG1 (c5 / call-02
                              :ARG1 (f2 / function)))))
      :ARG2 (a3 / and
            :op1 (p2 / possible-01
                  :ARG1 (ii3 / ignore-01
                        :ARG0 (c6 / compiler)
                        :ARG1 (q / qualifier
                              :mod (ii4 / inline))
                        :ARG2 (f3 / function
                              :mod (a4 / all)
                              :ARG2-of (e / except-01
                                    :ARG1 (f4 / function
                                          :ARG1-of (h / have-degree-91
                                                :ARG2 (s / small)
                                                :ARG3 (m / most))))))
                  :ARG1-of (t / typical-02))))"
478,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.,2,4,3,"# ::snt The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.
(a / and
      :op1 (p / possible-01
            :ARG1 (ii / ignore-01
                  :ARG0 (p2 / person
                        :ARG0-of (c / compile-01))
                  :ARG1 (t / thing
                        :ARG0-of (q / qualify-02)
                        :mod (ii2 / inline))))
      :op2 (d / do-02
            :ARG0 p2
            :ARG1 ii
            :ARG2 (f / function-01
                  :mod (a2 / all)
                  :ARG2-of (e / except-01
                        :ARG1 (h / have-degree-91
                              :ARG1 f
                              :ARG3 (m / most))))
            :ARG1-of (t2 / typical-02)))"
479,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"Placing the qualifier inline before a function's return type in the function definition ""advises"" the compiler to generate a copy of the function's code in place to avoid a function call.",5,5,5,"# ::snt Placing the qualifier inline before a function's return type in the function definition ""advises"" the compiler to generate a copy of the function's code in place to avoid a function call.
(a / advise-01
      :ARG0 (p / place-01
            :ARG1 (q / qualifier)
            :ARG2 (ii / inline)
            :time (b / before
                  :op1 (t / type
                        :mod (r / return-01)
                        :poss (f / function)))
            :location (d / define-01
                  :ARG1 (f2 / function)))
      :ARG1 (p2 / person
            :ARG0-of (c / compile-01))
      :ARG2 (g / generate-01
            :ARG0 p2
            :ARG1 (c2 / copy-01
                  :ARG1 (c3 / code
                        :poss (f3 / function)))
            :purpose (a2 / avoid-01
                  :ARG0 p2
                  :ARG1 (c4 / call-02
                        :ARG1 f3))))"
480,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,You declare your inline function in the header or before your int main(). You then can call that function at anytime in your main program quickly and easily.,0,4,2,"# ::snt You declare your inline function in the header or before your int main(). You then can call that function at anytime in your main program quickly and easily.
(m / multi-sentence
      :snt1 (d / declare-02
            :ARG0 (y / you)
            :ARG1 (f / function
                  :mod (ii / inline)
                  :poss y)
            :location (o / or
                  :op1 (h / header)
                  :op2 (b / before
                        :op1 (f2 / function
                              :name (n / name
                                    :op1 ""int""
                                    :op2 ""main()"")
                              :poss y))))
      :snt2 (p / possible-01
            :ARG1 (c / call-01
                  :ARG0 (y2 / you)
                  :ARG1 (f3 / function
                        :mod (t / that))
                  :time (a / anytime)
                  :location (p2 / program
                        :mod (m2 / main)
                        :poss y2)
                  :ARG1-of (q / quick-02)
                  :ARG1-of (e / easy-05))
            :time (t2 / then)))"
481,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"It expands a small function out... making your code longer, but also makes it run faster.",4,4,4,"# ::snt It expands a small function out... making your code longer, but also makes it run faster.
(m / multi-sentence
      :snt1 (e / expand-01
            :ARG0 (ii / it)
            :ARG1 (f / function
                  :mod (s / small))
            :direction (o / out))
      :snt2 (c / contrast-01
            :ARG1 (m2 / make-02
                  :ARG0 ii
                  :ARG1 (h / have-degree-91
                        :ARG1 (c2 / code
                              :poss (y / you))
                        :ARG2 (l / long-03
                              :ARG1 c2)
                        :ARG3 (m3 / more)))
            :ARG2 (m4 / make-02
                  :ARG0 ii
                  :ARG1 (r / run-01
                        :ARG1 c2
                        :ARG1-of (h2 / have-degree-91
                              :ARG2 (f2 / fast-02
                                    :ARG1 r)
                              :ARG3 (m5 / more)))
                  :mod (a / also))))"
482,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,the function is not treated as a separate unit like other functions,4,3,3.5,"# ::snt the function is not treated as a separate unit like other functions
(t / treat-01
      :polarity -
      :ARG1 (f / function-01)
      :ARG2 (u / unit
            :ARG1-of (s / separate-02))
      :ARG1-of (r / resemble-01
            :ARG2 (f2 / function-01
                  :mod (o / other))))"
483,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"When the program compiles,it will copy the function inplace, avoiding a function call.",5,5,5,"# ::snt When the program compiles,it will copy the function inplace, avoiding a function call.
(a / and
      :op1 (c / copy-01
            :ARG0 (p / program)
            :ARG1 (f / function)
            :manner (ii / inplace))
      :op2 (a2 / avoid-01
            :ARG0 p
            :ARG1 (c2 / call-02
                  :ARG1 (f2 / function)))
      :time (c3 / compile-01
            :ARG1 p))"
484,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"It replaces all instances of that function call with the inline code itself, resulting in longer but faster programs.",5,5,5,"# ::snt It replaces all instances of that function call with the inline code itself, resulting in longer but faster programs.
(r / replace-01
      :ARG0 (ii / it)
      :ARG1 (ii2 / instance
            :mod (a / all)
            :poss (c / call-02
                  :ARG1 (f / function)
                  :mod (t / that)))
      :ARG2 (c2 / code
            :mod (ii3 / inline))
      :ARG0-of (r2 / result-01
            :ARG2 (p / program
                  :ARG1-of (h / have-degree-91
                        :ARG2 (l / long-03
                              :ARG1 p)
                        :ARG3 (m / more))
                  :ARG1-of (h2 / have-degree-91
                        :ARG2 (f2 / fast-02
                              :ARG1 p)
                        :ARG3 (m2 / more)))))"
485,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.,2,4,3,"# ::snt The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.
(a / and
      :op1 (p / possible-01
            :ARG1 (ii / ignore-01
                  :ARG0 (p2 / person
                        :ARG0-of (c / compile-01))
                  :ARG1 (t / thing
                        :ARG0-of (q / qualify-02)
                        :mod (ii2 / inline))))
      :op2 (d / do-02
            :ARG0 p2
            :ARG1 ii
            :ARG2 (f / function-01
                  :mod (a2 / all)
                  :ARG2-of (e / except-01
                        :ARG1 (h / have-degree-91
                              :ARG1 f
                              :ARG3 (m / most))))
            :ARG1-of (t2 / typical-02)))"
486,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,Ignores the inline qualifier and typically does so for all but the smallest functions.,2,4,3,"# ::snt Ignores the inline qualifier and typically does so for all but the smallest functions.
(a / and
      :op1 (ii / ignore-01
            :ARG1 (t / thing
                  :ARG0-of (q / qualify-01)
                  :mod (ii2 / inline)))
      :op2 (d / do-02
            :ARG1 ii
            :ARG2 (f / function-01
                  :mod (a2 / all)
                  :ARG2-of (e / except-01
                        :ARG1 (h / have-degree-91
                              :ARG1 f
                              :ARG3 (m / most))))
            :ARG1-of (t2 / typical-02)))"
487,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,If the function is small enough it will expand it but it will run faster as it will avoid making so many calls to the function.,5,4,4.5,"# ::snt If the function is small enough it will expand it but it will run faster as it will avoid making so many calls to the function.
(c / contrast-01
      :ARG1 (e / expand-01
            :ARG0 (ii / it)
            :ARG1 (f / function)
            :condition (s / small
                  :ARG2-of (h / have-degree-91
                        :ARG1 f
                        :ARG3 (e2 / enough))))
      :ARG2 (r / run-01
            :ARG0 ii
            :ARG1-of (c2 / cause-01
                  :ARG0 (a / avoid-01
                        :ARG0 ii
                        :ARG1 (c3 / call-02
                              :ARG0 ii
                              :ARG1 f
                              :ARG1-of (h2 / have-quant-91
                                    :ARG2 (m / many)
                                    :ARG3 (s2 / so)))))
            :ARG2-of h
            :ARG1 r
            :ARG3 (m2 / more)))"
488,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,it treats them as the same function,2,2,2,"# ::snt it treats them as the same function
(t / treat-01
      :ARG0 (ii / it)
      :ARG1 (t2 / they)
      :ARG2 (f / function-01
            :ARG0 t2
            :ARG1-of (s / same-01)))"
489,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"Inline functions are copied in place, instead of being referenced.",5,5,5,"# ::snt Inline functions are copied in place, instead of being referenced.
(c / copy-01
      :ARG1 (f / function
            :mod (ii / inline))
      :manner (ii2 / in-place)
      :ARG1-of (ii3 / instead-of-91
            :ARG2 (r / reference-01
                  :ARG1 f)))"
490,3.3,How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,"For inline functions, the compiler creates a copy of the function's code in place so it doesn't have to make a function call and add to the function call stack.",5,5,5,"# ::snt For inline functions, the compiler creates a copy of the function's code in place so it doesn't have to make a function call and add to the function call stack.
(c / create-01
      :ARG0 (p / person
            :ARG0-of (c2 / compile-01))
      :ARG1 (c3 / copy-01
            :ARG1 (c4 / code
                  :poss (f / function)))
      :manner (ii / in-place)
      :purpose (o / obligate-01
            :polarity -
            :ARG1 p
            :ARG2 (a / and
                  :op1 (c5 / call-02
                        :ARG0 p
                        :ARG1 (f2 / function))
                  :op2 (a2 / add-02
                        :ARG0 p
                        :ARG2 (s / stack
                              :mod (c6 / call-02
                                    :ARG1 f2)))))
      :topic (f3 / function
            :mod (ii2 / inline)))"
